combo,entry_time,exit_time,side,entry_price,exit_price,pnl_bps,reason,btc_trend
BTC_1h_EMA50/200,2026-03-28 17:45:00,2026-03-29 05:45:00,SHORT,1.3466,1.3274132262779903,142.48309610879045,TP,DOWN
BTC_1h_EMA50/200,2026-03-31 22:15:00,2026-04-01 06:15:00,SHORT,1.3373,1.3553850196346426,-135.23532217634568,SL,DOWN
BTC_1h_EMA50/200,2026-04-01 09:00:00,2026-04-02 01:30:00,SHORT,1.352,1.3245221953484347,203.23820008554253,TP,DOWN
BTC_1h_EMA50/200,2026-04-02 08:15:00,2026-04-02 12:45:00,SHORT,1.3148,1.2894696500851106,192.65553631646912,TP,DOWN
BTC_1h_EMA50/200,2026-04-02 16:15:00,2026-04-02 20:15:00,SHORT,1.2951,1.3117256562784907,-128.37353315180894,SL,DOWN
BTC_1h_EMA50/200,2026-04-08 21:30:00,2026-04-09 00:15:00,LONG,1.3551,1.3376979495949786,-128.4189388607587,SL,UP
BTC_1h_EMA50/200,2026-04-09 05:45:00,2026-04-09 16:00:00,LONG,1.3346,1.357646606385867,172.68549667216374,TP,UP
BTC_1h_EMA50/200,2026-04-09 21:45:00,2026-04-10 01:15:00,LONG,1.3541,1.3396553875933899,-106.6731586043144,SL,UP
BTC_1h_EMA50/200,2026-04-11 02:30:00,2026-04-11 06:00:00,LONG,1.3553,1.3442141752252732,-81.79609514297019,SL,UP
BTC_1h_EMA50/200,2026-04-12 10:15:00,2026-04-12 15:30:00,LONG,1.3304,1.3188716643597829,-86.6531542409588,SL,UP
BTC_1h_EMA50/200,2026-04-12 17:00:00,2026-04-13 14:45:00,LONG,1.3272,1.343887228949071,125.73258701831793,TP,UP
BTC_1h_EMA50/200,2026-04-14 06:15:00,2026-04-14 13:45:00,LONG,1.365,1.3871011590582227,161.91325317379298,TP,UP
BTC_1h_EMA50/200,2026-04-14 22:15:00,2026-04-15 19:00:00,LONG,1.3628,1.3876216271482362,182.1369764326109,TP,UP
BTC_1h_EMA50/200,2026-04-16 00:00:00,2026-04-16 09:15:00,LONG,1.3916,1.416072168069938,175.8563385307417,TP,UP
BTC_1h_EMA50/200,2026-04-17 19:15:00,2026-04-18 08:15:00,LONG,1.4819,1.4566498790414946,-170.39018124371032,SL,UP
BTC_1h_EMA50/200,2026-04-18 15:30:00,2026-04-19 06:00:00,LONG,1.4379,1.419374680051848,-128.83594094270725,SL,UP
BTC_1h_EMA50/200,2026-04-19 11:00:00,2026-04-19 22:00:00,LONG,1.4225,1.405845491282841,-117.07914739654841,SL,UP
BTC_1h_EMA50/200,2026-04-20 01:00:00,2026-04-20 07:15:00,LONG,1.4047,1.4302126417749628,181.6234197690803,TP,UP
BTC_1h_EMA50/200,2026-04-21 14:30:00,2026-04-21 17:00:00,LONG,1.4361,1.4220046986373602,-98.14985977745074,SL,UP
BTC_1h_EMA50/200,2026-04-22 11:45:00,2026-04-22 19:30:00,LONG,1.4513,1.43759132531758,-94.45789762571478,SL,UP
BTC_1h_EMA50/200,2026-04-23 06:15:00,2026-04-23 10:00:00,LONG,1.422,1.40865123999149,-93.8731364874124,SL,UP
BTC_1h_EMA50/200,2026-04-23 12:00:00,2026-04-23 15:15:00,LONG,1.4155,1.434072244978074,131.20625205280172,TP,UP
BTC_1h_EMA50/200,2026-04-23 20:15:00,2026-04-24 16:00:00,LONG,1.4294,1.4496598951237292,141.73705837224827,TP,UP
BTC_1h_EMA50/200,2026-04-28 22:45:00,2026-04-29 03:30:00,SHORT,1.3787,1.3890900131711594,-75.36094270805393,SL,DOWN
BTC_1h_EMA50/200,2026-04-29 08:15:00,2026-04-29 09:45:00,SHORT,1.3896,1.3995368678226456,-71.50883579911982,SL,DOWN
BTC_1h_EMA50/200,2026-04-30 02:45:00,2026-05-01 12:15:00,SHORT,1.3689,1.383410089330058,-105.99816882210563,SL,DOWN
BTC_4h_EMA20/100,2024-04-08 21:15:00,2024-04-09 01:00:00,LONG,0.6227,0.6136723595792353,-144.97575751990942,SL,UP
BTC_4h_EMA20/100,2024-04-09 03:15:00,2024-04-09 07:45:00,LONG,0.6168,0.6087090013804686,-131.17702042041896,SL,UP
BTC_4h_EMA20/100,2024-04-09 11:15:00,2024-04-09 12:00:00,LONG,0.6166,0.6299842521851634,217.06539385603907,TP,UP
BTC_4h_EMA20/100,2024-04-09 16:00:00,2024-04-10 01:00:00,LONG,0.6226,0.6096131878928314,-208.58997923496108,SL,UP
BTC_4h_EMA20/100,2024-04-10 15:30:00,2024-04-12 13:30:00,LONG,0.6064,0.5948033147727181,-191.23821285095588,SL,UP
BTC_4h_EMA20/100,2024-04-13 23:30:00,2024-04-14 23:15:00,SHORT,0.4772,0.5066951655172631,-618.0881290289839,SL,DOWN
BTC_4h_EMA20/100,2024-04-15 02:45:00,2024-04-15 06:30:00,SHORT,0.4959,0.5128531461744403,-341.8662265464877,SL,DOWN
BTC_4h_EMA20/100,2024-04-15 11:45:00,2024-04-15 15:00:00,SHORT,0.5121,0.4907680295664308,416.55868841181825,TP,DOWN
BTC_4h_EMA20/100,2024-04-15 20:45:00,2024-04-17 16:00:00,SHORT,0.4954,0.4717304839028753,477.7859527074021,TP,DOWN
BTC_4h_EMA20/100,2024-04-20 23:00:00,2024-04-21 07:30:00,SHORT,0.5261,0.5341820733503799,-153.62237883253974,SL,DOWN
BTC_4h_EMA20/100,2024-04-27 04:45:00,2024-04-29 03:00:00,SHORT,0.519,0.5064152954648304,242.47985616897066,TP,DOWN
BTC_4h_EMA20/100,2024-04-29 12:00:00,2024-04-29 14:15:00,SHORT,0.5055,0.5118622054877489,-125.85965356575484,SL,DOWN
BTC_4h_EMA20/100,2024-04-29 21:15:00,2024-04-30 00:45:00,SHORT,0.5131,0.5194294666237127,-123.35736939607676,SL,DOWN
BTC_4h_EMA20/100,2024-04-30 22:00:00,2024-05-01 08:15:00,SHORT,0.4969,0.48314852002445263,276.74542112190335,TP,DOWN
BTC_4h_EMA20/100,2024-05-01 11:30:00,2024-05-01 16:00:00,SHORT,0.4924,0.5018006633685607,-190.91517807799875,SL,DOWN
BTC_4h_EMA20/100,2024-05-02 01:45:00,2024-05-02 18:00:00,SHORT,0.5135,0.5233942012318115,-192.6816208726681,SL,DOWN
BTC_4h_EMA20/100,2024-05-02 21:00:00,2024-05-03 19:30:00,SHORT,0.5208,0.5283381664362302,-144.74205906739968,SL,DOWN
BTC_4h_EMA20/100,2024-05-06 15:45:00,2024-05-06 15:45:00,LONG,0.5343,0.5450052538609254,200.36035674574876,TP,UP
BTC_4h_EMA20/100,2024-05-06 19:30:00,2024-05-07 03:15:00,LONG,0.5468,0.5341315253802441,-231.6838811220893,SL,UP
BTC_4h_EMA20/100,2024-05-08 07:45:00,2024-05-09 07:45:00,LONG,0.5223,0.5145518469587929,-148.34679381978037,SL,UP
BTC_4h_EMA20/100,2024-05-11 18:15:00,2024-05-12 20:00:00,SHORT,0.5054,0.4990921479257939,124.8091031698859,TP,DOWN
BTC_4h_EMA20/100,2024-05-16 12:00:00,2024-05-16 14:15:00,LONG,0.5186,0.5132391593685446,-103.37139667287633,SL,UP
BTC_4h_EMA20/100,2024-05-17 02:00:00,2024-05-17 12:30:00,LONG,0.5156,0.5231533909745363,146.49710966905226,TP,UP
BTC_4h_EMA20/100,2024-05-17 20:00:00,2024-05-18 13:45:00,LONG,0.5236,0.5185577495160957,-96.2996654679961,SL,UP
BTC_4h_EMA20/100,2024-05-19 22:30:00,2024-05-20 04:30:00,LONG,0.5097,0.5159088293303985,121.81340652145295,TP,UP
BTC_4h_EMA20/100,2024-05-21 02:45:00,2024-05-21 09:00:00,LONG,0.5358,0.5468336412399587,205.92835460915725,TP,UP
